,kind,date,mode_price,area,mean_temp,max_temp,min_temp,sum_rain,sun_time,mean_humid,difference_temp
5094,ねぎ,20091208,1260.0,0,9.5,13.9,5.5,0.0,8.6,48.0,8.4
5095,しゅんぎく,20091208,84.0,0,9.5,13.9,5.5,0.0,8.6,48.0,8.4
5096,きゅうり,20091208,1785.0,0,9.5,13.9,5.5,0.0,8.6,48.0,8.4
5097,さつまいも,20091208,1522.5,0,9.5,13.9,5.5,0.0,8.6,48.0,8.4
5098,だいこん,20091210,472.5,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5099,かぶ,20091210,105.0,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5100,にんじん,20091210,840.0,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5101,キャベツ,20091210,420.0,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5102,ねぎ,20091210,1365.0,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5103,しゅんぎく,20091210,79.0,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5104,きゅうり,20091210,1680.0,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5105,さつまいも,20091210,1522.5,0,10.6,13.9,8.4,0.0,7.7,63.0,5.5
5106,だいこん,20091211,420.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5107,かぶ,20091211,147.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5108,にんじん,20091211,630.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5109,キャベツ,20091211,420.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5110,ねぎ,20091211,1365.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5111,しゅんぎく,20091211,84.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5112,きゅうり,20091211,1785.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5113,さつまいも,20091211,1575.0,0,8.3,10.6,7.5,35.5,0.0,86.0,3.0999999999999996
5114,だいこん,20091212,420.0,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5115,かぶ,20091212,147.0,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5116,にんじん,20091212,682.5,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5117,キャベツ,20091212,420.0,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5118,ねぎ,20091212,1260.0,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5119,しゅんぎく,20091212,84.0,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5120,きゅうり,20091212,1785.0,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5121,さつまいも,20091212,1365.0,0,13.1,17.3,9.0,2.5,1.9,77.0,8.3
5122,だいこん,20091214,525.0,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5123,かぶ,20091214,105.0,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5124,にんじん,20091214,813.75,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5125,キャベツ,20091214,420.0,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5126,ねぎ,20091214,1260.0,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5127,しゅんぎく,20091214,79.0,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5128,きゅうり,20091214,1680.0,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5129,さつまいも,20091214,1575.0,0,8.3,11.1,6.1,3.0,2.8,68.0,5.0
5130,だいこん,20091215,472.5,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5131,かぶ,20091215,105.0,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5132,にんじん,20091215,630.0,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5133,キャベツ,20091215,367.5,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5134,ねぎ,20091215,1417.5,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5135,しゅんぎく,20091215,79.0,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5136,きゅうり,20091215,1785.0,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5137,さつまいも,20091215,420.0,0,7.0,10.2,3.9,0.0,1.6,51.0,6.299999999999999
5138,だいこん,20091216,420.0,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5139,かぶ,20091216,89.5,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5140,にんじん,20091216,840.0,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5141,キャベツ,20091216,420.0,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5142,ねぎ,20091216,1260.0,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5143,しゅんぎく,20091216,89.5,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5144,きゅうり,20091216,1785.0,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5145,さつまいも,20091216,1207.5,0,6.1,8.9,4.0,0.0,0.0,70.0,4.9
5146,だいこん,20091217,420.0,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5147,かぶ,20091217,147.0,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5148,にんじん,20091217,892.5,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5149,キャベツ,20091217,420.0,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5150,ねぎ,20091217,1365.0,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5151,しゅんぎく,20091217,89.5,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5152,きゅうり,20091217,1890.0,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5153,さつまいも,20091217,1470.0,0,6.9,10.6,3.0,0.0,7.4,64.0,7.6
5154,だいこん,20091218,420.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5155,かぶ,20091218,147.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5156,にんじん,20091218,840.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5157,キャベツ,20091218,420.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5158,ねぎ,20091218,1260.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5159,しゅんぎく,20091218,84.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5160,きゅうり,20091218,1995.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5161,さつまいも,20091218,1155.0,0,7.3,10.1,4.1,0.0,8.9,38.0,6.0
5162,だいこん,20091219,420.0,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5163,かぶ,20091219,147.0,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5164,にんじん,20091219,866.25,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5165,キャベツ,20091219,420.0,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5166,ねぎ,20091219,1417.5,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5167,しゅんぎく,20091219,63.0,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5168,きゅうり,20091219,2100.0,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5169,さつまいも,20091219,1155.0,0,6.1,9.2,1.6,0.0,8.4,38.0,7.6
5170,だいこん,20091221,525.0,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5171,かぶ,20091221,105.0,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5172,にんじん,20091221,1233.75,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5173,キャベツ,20091221,420.0,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5174,ねぎ,20091221,1470.0,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5175,しゅんぎく,20091221,105.5,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5176,きゅうり,20091221,2310.0,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5177,さつまいも,20091221,1155.0,0,6.4,9.8,3.2,0.0,9.2,32.0,6.6000000000000005
5178,だいこん,20091222,472.5,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5179,かぶ,20091222,158.0,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5180,にんじん,20091222,840.0,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5181,キャベツ,20091222,525.0,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5182,ねぎ,20091222,1470.0,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5183,しゅんぎく,20091222,84.0,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5184,きゅうり,20091222,2310.0,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5185,さつまいも,20091222,1207.5,0,5.5,9.5,0.7,0.0,4.8,48.0,8.8
5186,だいこん,20091224,525.0,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5187,かぶ,20091224,168.0,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5188,にんじん,20091224,840.0,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5189,キャベツ,20091224,630.0,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5190,ねぎ,20091224,1680.0,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5191,しゅんぎく,20091224,95.0,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5192,きゅうり,20091224,2310.0,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5193,さつまいも,20091224,1207.5,0,9.3,14.3,4.3,0.0,8.4,52.0,10.0
5194,だいこん,20091225,630.0,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5195,かぶ,20091225,179.0,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5196,にんじん,20091225,761.25,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5197,キャベツ,20091225,682.5,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5198,ねぎ,20091225,1680.0,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5199,しゅんぎく,20091225,116.0,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5200,きゅうり,20091225,2415.0,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5201,さつまいも,20091225,840.0,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5202,さといも,20091225,1575.0,0,8.5,12.3,6.5,0.0,7.4,53.0,5.800000000000001
5203,だいこん,20091226,735.0,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5204,かぶ,20091226,179.0,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5205,にんじん,20091226,1181.25,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5206,キャベツ,20091226,787.5,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5207,ねぎ,20091226,1732.5,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5208,しゅんぎく,20091226,137.0,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5209,きゅうり,20091226,2520.0,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5210,さつまいも,20091226,1575.0,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5211,さといも,20091226,2205.0,0,9.0,12.5,5.9,0.0,5.7,64.0,6.6
5212,だいこん,20091227,787.5,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5213,かぶ,20091227,179.0,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5214,にんじん,20091227,1155.0,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5215,キャベツ,20091227,945.0,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5216,ねぎ,20091227,1732.5,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5217,しゅんぎく,20091227,147.0,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5218,きゅうり,20091227,2625.0,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5219,さつまいも,20091227,945.0,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5220,さといも,20091227,2887.5,0,8.9,12.6,6.2,0.0,7.5,51.0,6.3999999999999995
5221,だいこん,20091228,840.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5222,かぶ,20091228,179.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5223,にんじん,20091228,1050.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5224,キャベツ,20091228,1050.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5225,ねぎ,20091228,1680.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5226,しゅんぎく,20091228,173.5,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5227,きゅうり,20091228,2520.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5228,さつまいも,20091228,1050.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5229,さといも,20091228,1575.0,0,9.0,13.2,6.2,9.5,4.9,64.0,6.999999999999999
5230,だいこん,20091229,945.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5231,かぶ,20091229,189.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5232,にんじん,20091229,1050.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5233,キャベツ,20091229,1050.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5234,ねぎ,20091229,2100.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5235,しゅんぎく,20091229,179.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5236,きゅうり,20091229,2415.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5237,さといも,20091229,2205.0,0,7.3,10.9,5.2,0.0,4.4,49.0,5.7
5238,だいこん,20100105,1050.0,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5239,かぶ,20100105,179.0,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5240,にんじん,20100105,735.0,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5241,キャベツ,20100105,945.0,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5242,ねぎ,20100105,2047.5,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5243,しゅんぎく,20100105,105.0,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5244,きゅうり,20100105,1837.5,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5245,さつまいも,20100105,840.0,0,8.2,12.5,3.4,5.5,7.3,57.0,9.1
5246,だいこん,20100106,892.5,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5247,かぶ,20100106,158.0,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5248,にんじん,20100106,840.0,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5249,キャベツ,20100106,840.0,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5250,ねぎ,20100106,1890.0,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5251,しゅんぎく,20100106,126.0,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5252,きゅうり,20100106,1470.0,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5253,さつまいも,20100106,1312.5,0,6.7,10.6,3.2,0.0,8.6,33.0,7.3999999999999995
5254,だいこん,20100107,787.5,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5255,かぶ,20100107,147.0,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5256,にんじん,20100107,997.5,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5257,キャベツ,20100107,735.0,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5258,ねぎ,20100107,1837.5,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5259,しゅんぎく,20100107,84.0,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5260,きゅうり,20100107,1470.0,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5261,さつまいも,20100107,1260.0,0,8.0,12.0,4.2,0.0,7.8,40.0,7.8
5262,だいこん,20100108,945.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5263,かぶ,20100108,121.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5264,にんじん,20100108,630.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5265,キャベツ,20100108,735.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5266,ねぎ,20100108,1785.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5267,しゅんぎく,20100108,95.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5268,きゅうり,20100108,1575.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5269,さつまいも,20100108,1260.0,0,7.5,11.8,3.0,0.0,8.7,41.0,8.8
5270,だいこん,20100109,735.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5271,かぶ,20100109,137.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5272,にんじん,20100109,735.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5273,キャベツ,20100109,735.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5274,ねぎ,20100109,1575.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5275,しゅんぎく,20100109,84.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5276,きゅうり,20100109,1575.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5277,さつまいも,20100109,735.0,0,7.2,11.7,2.8,0.0,9.3,37.0,8.899999999999999
5278,だいこん,20100113,735.0,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5279,かぶ,20100113,137.0,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5280,にんじん,20100113,787.5,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5281,キャベツ,20100113,1365.0,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5282,ねぎ,20100113,1575.0,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5283,しゅんぎく,20100113,84.0,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5284,きゅうり,20100113,1785.0,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5285,さつまいも,20100113,1207.5,0,5.6,8.4,3.4,0.0,6.0,51.0,5.0
5286,だいこん,20100114,735.0,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5287,かぶ,20100114,126.0,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5288,にんじん,20100114,682.5,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5289,キャベツ,20100114,1365.0,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5290,ねぎ,20100114,1470.0,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5291,しゅんぎく,20100114,84.0,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5292,きゅうり,20100114,1890.0,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5293,さつまいも,20100114,1207.5,0,4.0,8.3,0.6,0.0,9.3,34.0,7.700000000000001
5294,だいこん,20100115,840.0,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5295,かぶ,20100115,126.0,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5296,にんじん,20100115,682.5,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5297,キャベツ,20100115,1155.0,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5298,ねぎ,20100115,1470.0,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5299,しゅんぎく,20100115,84.0,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5300,きゅうり,20100115,1995.0,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5301,さつまいも,20100115,1155.0,0,4.2,8.9,0.0,0.0,9.1,42.0,8.9
5302,だいこん,20100116,840.0,0,3.6,7.7,0.4,0.0,8.3,35.0,7.3
5303,かぶ,20100116,116.0,0,3.6,7.7,0.4,0.0,8.3,35.0,7.3
5304,にんじん,20100116,735.0,0,3.6,7.7,0.4,0.0,8.3,35.0,7.3
5305,ねぎ,20100116,1365.0,0,3.6,7.7,0.4,0.0,8.3,35.0,7.3
5306,しゅんぎく,20100116,84.0,0,3.6,7.7,0.4,0.0,8.3,35.0,7.3
5307,きゅうり,20100116,1995.0,0,3.6,7.7,0.4,0.0,8.3,35.0,7.3
5308,さつまいも,20100116,1365.0,0,3.6,7.7,0.4,0.0,8.3,35.0,7.3
5309,だいこん,20100118,945.0,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5310,かぶ,20100118,126.0,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5311,にんじん,20100118,997.5,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5312,キャベツ,20100118,1050.0,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5313,ねぎ,20100118,1365.0,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5314,しゅんぎく,20100118,105.0,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5315,きゅうり,20100118,1890.0,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5316,さつまいも,20100118,630.0,0,4.8,9.2,1.6,0.0,3.8,48.0,7.6
5317,だいこん,20100119,945.0,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5318,かぶ,20100119,126.0,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5319,にんじん,20100119,682.5,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5320,キャベツ,20100119,945.0,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5321,ねぎ,20100119,1365.0,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5322,しゅんぎく,20100119,105.0,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5323,きゅうり,20100119,1890.0,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5324,さつまいも,20100119,1155.0,0,7.7,13.1,1.3,0.0,9.2,58.0,11.799999999999999
5325,だいこん,20100120,840.0,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5326,かぶ,20100120,126.0,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5327,にんじん,20100120,525.0,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5328,キャベツ,20100120,945.0,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5329,ねぎ,20100120,1260.0,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5330,しゅんぎく,20100120,116.0,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5331,きゅうり,20100120,1785.0,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5332,さつまいも,20100120,1102.5,0,11.7,16.5,4.5,0.0,6.2,63.0,12.0
5333,だいこん,20100121,840.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5334,かぶ,20100121,116.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5335,にんじん,20100121,630.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5336,キャベツ,20100121,1050.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5337,ねぎ,20100121,1365.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5338,しゅんぎく,20100121,116.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5339,きゅうり,20100121,1890.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5340,さつまいも,20100121,1050.0,0,13.4,18.0,6.6,0.0,0.0,67.0,11.4
5341,だいこん,20100122,840.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5342,かぶ,20100122,126.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5343,にんじん,20100122,630.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5344,キャベツ,20100122,1050.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5345,ねぎ,20100122,1260.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5346,しゅんぎく,20100122,105.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5347,きゅうり,20100122,1785.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5348,さつまいも,20100122,1050.0,0,6.8,10.5,3.5,0.0,5.5,34.0,7.0
5349,だいこん,20100123,840.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5350,かぶ,20100123,126.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5351,にんじん,20100123,630.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5352,キャベツ,20100123,1260.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5353,ねぎ,20100123,1260.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5354,しゅんぎく,20100123,105.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5355,きゅうり,20100123,1785.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5356,さつまいも,20100123,630.0,0,6.0,10.1,1.6,0.0,8.8,46.0,8.5
5357,だいこん,20100125,840.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5358,かぶ,20100125,137.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5359,にんじん,20100125,630.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5360,キャベツ,20100125,1155.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5361,ねぎ,20100125,1365.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5362,しゅんぎく,20100125,105.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5363,きゅうり,20100125,1785.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5364,さつまいも,20100125,735.0,0,8.2,14.0,2.3,0.0,6.3,52.0,11.7
5365,だいこん,20100126,840.0,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5366,かぶ,20100126,126.0,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5367,にんじん,20100126,630.0,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5368,キャベツ,20100126,1207.5,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5369,ねぎ,20100126,1365.0,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5370,しゅんぎく,20100126,105.5,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5371,きゅうり,20100126,1890.0,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5372,さつまいも,20100126,735.0,0,7.0,11.0,4.0,0.0,9.8,30.0,7.0
5373,だいこん,20100128,840.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
5374,かぶ,20100128,126.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
5375,にんじん,20100128,630.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
5376,キャベツ,20100128,1260.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
5377,ねぎ,20100128,1470.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
5378,しゅんぎく,20100128,95.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
5379,きゅうり,20100128,1785.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
5380,さつまいも,20100128,735.0,0,12.9,15.4,8.9,0.0,0.0,73.0,6.5
